1,0,409,30,133,3,6.65,9.2,3,6,80,80
1,0,409,22,185,6,6.6,10.18,3,6,50,80
0,0,303,44,35,1,5.83,6.09,3,6,150,75
0,0,303,15,209,2,5.97,6.26,3,6,130,75
0,0,303,6,280,4,6.36,3.83,3,6,70,75
0,1,379,30,145,3,7.25,8.46,6,3,70,135
0,1,379,16,269,5,7.91,8.12,6,3,25,135
0,1,379,10,309,7,7.72,9,6,3,5,135
1,0,305,20,158,5,5.26,7.35,3,4,10,155
1,0,305,36,54,1,3.85,6.91,3,4,125,155
1,0,305,45,18,1,3.6,6.37,3,4,125,155
0,0,205,35,85,0,5.66,3.42,3,4,135,140
0,0,205,25,112,0,4.38,3.79,3,4,135,140
0,0,205,15,157,2,4.48,3.23,3,4,70,140
0,1,306,30,117,2,5.85,6.3,6,1,65,100
0,1,306,20,164,3,5.46,7.1,6,1,55,100
0,1,306,10,220,7,5.5,8.6,6,1,5,100
0,0,139,40,36,2,3.6,2.5,1,6,160,60
0,0,139,35,74,2,5.25,1.61,1,6,160,60
0,0,139,30,105,2,5.25,1.13,1,6,160,60
0,1,181,20,25,2,4.16,8.1,10,1,30,90
0,1,181,15,48,2,5.2,9.2,10,1,30,90
0,1,181,5,135,5,7.1,9.2,10,1,15,90
0,0,308,36,83,0,5.92,6.25,2,7,250,110
0,0,308,24,129,5,4.96,7.45,2,7,35,110
0,0,308,12,195,7,5.13,9.4,2,7,10,110
1,1,318,45,34,1,6.8,6.3,7,2,90,125
1,1,318,35,96,2,6.4,6.3,7,2,80,125
1,1,318,15,202,6,5.77,7.73,7,2,20,125
1,1,318,5,230,9,5.11,17.6,7,2,0,125
1,1,308,36,32,1,5.33,7.66,6,5,140,75
1,1,308,26,122,1,7.76,7.04,6,5,140,75
1,1,308,06,266,3,7.45,6.4,6,5,70,75
0,0,227,41,44,3,4.88,4.46,1,5,60,70
0,0,227,23,130,4,4.81,4.21,1,5,50,70
0,0,227,13,187,4,4.92,3.33,1,5,50,70
0,1,304,36,80,1,5.11,6.22,2,4,205,180
0,1,304,24,140,1,5.38,6.83,2,4,205,180
0,1,304,12,206,2,5.42,8.16,2,4,190,180
0,0,248,44,36,0,6,4.81,4,2,215,125
0,0,248,21,149,5,5.13,4.71,4,2,65,125
0,0,248,7,221,8,5.13,3.85,4,2,0,125
0,0,299,42,55,1,6.87,5.83,4,2,160,125
0,0,299,21,137,4,4.72,7.76,4,2,80,125
0,0,299,3,251,9,5.34,16.33,4,2,0,125
0,1,310,24,158,2,6.07,6.33,1,2,150,150
0,1,310,18,191,2,5.96,6.61,1,2,150,150
0,1,310,9,261,2,6.36,5.44,1,2,150,150
1,1,296,42,52,1,6.5,5.8,1,2,170,150
1,1,296,36,90,1,6.42,5.72,1,2,170,150
1,1,296,25,145,2,5.8,6.4,1,2,140,150
1,0,331,40,68,0,6.8,6.57,2,1,220,140
1,0,331,30,134,1,6.7,6.56,2,1,160,140
1,0,331,05,285,3,6.33,9.2,2,1,115,140
1,0,331,10,254,3,6.35,7.7,2,1,115,140
1,0,331,20,192,2,6.4,6.95,2,1,130,140
1,0,331,16,225,2,6.61,6.62,2,1,130,140
1,0,274,43,26,0,3.71,5.76,11,7,65,110
1,0,274,33,63,2,3.7,6.4,11,7,40,110
1,0,274,23,82,5,3.03,8.34,11,7,15,110
1,0,242,35,61,3,4.6,5.17,11,7,45,110
1,0,242,28,82,4,3.7,5.7,11,7,40,110
1,0,242,15,154,5,4.4,5.86,11,7,30,110
0,1,263,38,29,1,5.8,6.15,3,9,155,80
0,1,263,32,58,1,5.27,6.4,3,9,155,80
0,1,263,24,113,1,5.94,6.25,3,9,155,80
0,1,263,18,156,1,6.24,5.94,3,9,155,80
0,1,263,12,187,3,6.03,6.33,3,9,60,80
0,1,263,10,193,4,5.84,7,3,9,55,80
1,0,281,46,12,0,3,5.84,9,3,75,140
1,0,281,37,46,2,3.5,6.35,9,3,40,140
1,0,281,22,121,3,4.32,7.27,9,3,30,40
1,0,308,40,47,6,4.7,6.52,1,3,30,150
1,0,308,29,121,7,5.76,6.44,1,3,20,150
1,0,308,32,105,6,5.83,6.34,1,3,30,150
0,0,283,44,50,0,8.33,5.27,1,3,180,150
0,0,283,6,264,6,6,3,1,3,20,150
0,0,283,30,133,3,6.65,4.96,1,3,100,150
1,0,246,41,62,1,6.88,4.51,1,3,160,150
1,0,246,31,94,4,4.94,4.93,1,3,70,150
1,0,246,21,141,4,4.86,5.04,1,3,70,150
0,0,263,38,48,1,4,5.65,6,4,130,150
0,0,263,27,100,1,4.34,6.03,6,4,130,150
0,0,263,17,163,2,4.93,5.88,6,4,100,150
0,1,319,43,34,0,4.85,6.62,4,6,260,100
0,1,319,13,239,1,6.45,3.15,4,6,200,100
0,1,319,33,99,0,5.82,6.66,4,6,260,100
1,1,263,36,63,2,4.5,5.55,4,6,160,100
1,1,263,26,112,3,4.66,5.8,4,6,120,100
1,1,263,16,172,5,5.05,5.68,4,6,30,100
0,2,409,45,20,2,4,8.64,8,3,65,180
0,2,409,40,47,2,4.7,9.05,8,3,65,180
0,2,409,38,53,5,4.41,9.36,8,3,25,180
0,2,409,32,63,7,3.5,10.81,8,3,15,180
0,2,409,28,85,7,3.86,11.57,8,3,15,180
0,2,409,26,96,7,4,12.03,8,3,15,180
0,2,363,42,34,2,5.66,7.83,10,8,60,80
0,2,363,34,81,3,5.78,8.29,10,8,50,80
0,2,363,32,98,3,6.12,8.28,10,8,50,80
0,2,363,28,126,3,6.3,8.46,10,8,50,80
0,2,363,24,152,4,6.3,8.79,10,8,30,80
0,2,363,17,2.5,5,6.61,9.3,10,8,20,80
0,2,183,46,11,0,2.75,3.73,2,8,255,80
0,2,183,36,56,2,4,3.5,2,8,160,80
0,2,183,29,97,4,4.6,2.9,2,8,90,80
0,2,183,19,138,6,4.45,2.36,2,8,50,80
0,2,183,15,155,6,4.56,7.78,2,8,50,80
